Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,B365H,B365D,B365A,Season
24/03/10,Aston Villa,Sunderland,1,1,D,11,10,4,5,1.53,3.8,7.0,0910
24/03/10,Blackburn,Birmingham,2,1,H,9,8,7,5,2.0,3.25,4.0,0910
24/03/10,Man City,Everton,0,2,A,12,10,5,7,1.83,3.5,4.33,0910
24/03/10,Portsmouth,Chelsea,0,5,A,10,20,6,11,12.0,5.0,1.3,0910
27/03/10,Birmingham,Arsenal,1,1,D,7,13,3,8,7.0,4.2,1.5,0910
27/03/10,Bolton,Man United,0,4,A,14,13,10,8,8.5,4.5,1.4,0910
27/03/10,Chelsea,Aston Villa,7,1,H,13,7,11,5,1.4,4.75,8.0,0910
27/03/10,Hull,Fulham,2,0,H,7,12,4,9,2.4,3.25,3.0,0910
27/03/10,Tottenham,Portsmouth,2,0,H,16,8,8,3,1.2,6.0,17.0,0910
27/03/10,West Ham,Stoke,0,1,A,17,12,7,7,2.1,3.3,3.6,0910
27/03/10,Wolves,Everton,0,0,D,9,22,2,13,3.8,3.4,2.0,0910
28/03/10,Burnley,Blackburn,0,1,A,7,12,3,5,2.5,3.25,2.88,0910
28/03/10,Liverpool,Sunderland,3,0,H,25,7,16,2,1.3,5.25,11.0,0910
29/03/10,Man City,Wigan,3,0,H,10,9,8,3,1.33,4.75,11.0,0910
03/04/10,Arsenal,Wolves,1,0,H,23,3,13,2,1.22,6.0,15.0,0910
03/04/10,Bolton,Aston Villa,0,1,A,14,13,10,9,2.88,3.25,2.5,0910
03/04/10,Burnley,Man City,1,6,A,14,20,7,14,5.0,3.8,1.7,0910
03/04/10,Man United,Chelsea,1,2,A,9,11,3,5,2.63,3.2,2.75,0910
03/04/10,Portsmouth,Blackburn,0,0,D,6,16,3,8,3.3,3.3,2.25,0910
03/04/10,Stoke,Hull,2,0,H,9,5,3,3,1.8,3.5,4.5,0910
03/04/10,Sunderland,Tottenham,3,1,H,11,12,10,9,3.6,3.3,2.1,0910
04/04/10,Birmingham,Liverpool,1,1,D,8,16,3,8,4.5,3.5,1.83,0910
04/04/10,Everton,West Ham,2,2,D,10,10,5,5,1.44,4.33,7.5,0910
04/04/10,Fulham,Wigan,2,1,H,7,12,5,7,2.0,3.4,3.8,0910
10/04/10,Hull,Burnley,1,4,A,11,9,4,7,1.73,3.6,5.0,0910
10/04/10,West Ham,Sunderland,1,0,H,10,9,6,7,2.0,3.4,3.8,0910
11/04/10,Blackburn,Man United,0,0,D,8,13,7,6,6.5,4.0,1.53,0910
11/04/10,Liverpool,Fulham,0,0,D,18,2,9,2,1.29,5.0,13.0,0910
11/04/10,Man City,Birmingham,5,1,H,17,5,8,3,1.4,4.5,8.5,0910
11/04/10,Wolves,Stoke,0,0,D,10,9,8,1,2.3,3.25,3.2,0910
13/04/10,Chelsea,Bolton,1,0,H,18,7,8,2,1.14,8.0,19.0,0910
14/04/10,Aston Villa,Everton,2,2,D,10,13,7,10,2.25,3.3,3.3,0910
14/04/10,Tottenham,Arsenal,2,1,H,13,19,10,11,3.25,3.3,2.25,0910
14/04/10,Wigan,Portsmouth,0,0,D,24,6,14,2,1.57,3.8,6.5,0910
17/04/10,Birmingham,Hull,0,0,D,10,11,7,4,1.73,3.6,5.0,0910
17/04/10,Blackburn,Everton,2,3,A,15,11,10,4,2.8,3.25,2.6,0910
17/04/10,Fulham,Wolves,0,0,D,11,5,4,1,2.1,3.25,3.75,0910
17/04/10,Man City,Man United,0,1,A,8,13,5,3,2.88,3.5,2.4,0910
17/04/10,Stoke,Bolton,1,2,A,11,13,5,8,2.1,3.25,3.75,0910
17/04/10,Sunderland,Burnley,2,1,H,16,9,11,4,1.62,3.75,6.0,0910
17/04/10,Tottenham,Chelsea,2,1,H,20,9,10,6,4.0,3.6,1.91,0910
18/04/10,Portsmouth,Aston Villa,1,2,A,16,12,12,9,5.5,3.75,1.67,0910
18/04/10,Wigan,Arsenal,3,2,H,16,11,11,8,6.5,4.0,1.53,0910
19/04/10,Liverpool,West Ham,3,0,H,17,6,8,2,1.33,5.0,10.0,0910
21/04/10,Hull,Aston Villa,0,2,A,14,11,10,5,3.5,3.4,2.1,0910
24/04/10,Arsenal,Man City,0,0,D,9,3,4,2,2.0,3.5,3.75,0910
24/04/10,Bolton,Portsmouth,2,2,D,14,13,10,6,1.53,4.0,6.5,0910
24/04/10,Hull,Sunderland,0,1,A,14,10,8,5,2.38,3.4,3.0,0910
24/04/10,Man United,Tottenham,3,1,H,15,9,8,3,1.5,4.2,7.0,0910
24/04/10,West Ham,Wigan,3,2,H,9,12,7,10,1.83,3.6,4.33,0910
24/04/10,Wolves,Blackburn,1,1,D,14,12,5,8,2.2,3.25,3.4,0910
25/04/10,Aston Villa,Birmingham,1,0,H,10,16,6,14,1.62,3.75,6.0,0910
25/04/10,Burnley,Liverpool,0,4,A,12,12,6,10,5.5,4.0,1.62,0910
25/04/10,Chelsea,Stoke,7,0,H,29,3,18,2,1.14,8.0,21.0,0910
25/04/10,Everton,Fulham,2,1,H,15,8,9,6,1.36,4.5,10.0,0910
01/05/10,Birmingham,Burnley,2,1,H,13,12,4,7,1.5,4.2,7.0,0910
01/05/10,Man City,Aston Villa,3,1,H,17,10,12,6,1.83,3.6,4.33,0910
01/05/10,Portsmouth,Wolves,3,1,H,12,18,8,11,2.38,3.25,3.1,0910
01/05/10,Stoke,Everton,0,0,D,12,11,6,9,3.6,3.3,2.1,0910
01/05/10,Tottenham,Bolton,1,0,H,25,11,12,7,1.29,5.5,10.0,0910
02/05/10,Fulham,West Ham,3,2,H,5,7,3,5,2.38,3.25,3.1,0910
02/05/10,Liverpool,Chelsea,0,2,A,7,15,2,11,4.0,3.8,1.83,0910
02/05/10,Sunderland,Man United,0,1,A,10,14,2,9,9.5,4.75,1.36,0910
03/05/10,Blackburn,Arsenal,2,1,H,11,6,7,4,3.5,3.4,2.1,0910
03/05/10,Wigan,Hull,2,2,D,13,6,7,3,1.8,3.6,4.5,0910
05/05/10,Fulham,Stoke,0,1,A,12,5,6,2,2.1,3.3,3.6,0910
05/05/10,Man City,Tottenham,0,1,A,10,10,5,6,2.0,3.4,3.8,0910
09/05/10,Arsenal,Fulham,4,0,H,16,5,11,2,1.2,7.0,13.0,0910
09/05/10,Aston Villa,Blackburn,0,1,A,16,9,12,3,1.57,4.0,6.0,0910
09/05/10,Bolton,Birmingham,2,1,H,14,10,8,5,2.25,3.3,3.3,0910
09/05/10,Burnley,Tottenham,4,2,H,16,16,12,11,7.0,4.2,1.5,0910
09/05/10,Chelsea,Wigan,8,0,H,17,4,10,3,1.1,10.0,23.0,0910
09/05/10,Everton,Portsmouth,1,0,H,21,10,13,4,1.29,5.5,11.0,0910
09/05/10,Hull,Liverpool,0,0,D,11,19,6,7,6.5,3.8,1.57,0910
09/05/10,Man United,Stoke,4,0,H,18,4,13,4,1.13,8.0,23.0,0910
09/05/10,West Ham,Man City,1,1,D,12,17,8,6,4.0,3.6,1.91,0910
09/05/10,Wolves,Sunderland,2,1,H,14,11,7,5,2.25,3.4,3.25,0910
