Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,B365H,B365D,B365A,Season
06/04/13,Norwich,Swansea,2,2,D,12,16,9,9,2.63,3.3,2.9,1213
06/04/13,Reading,Southampton,0,2,A,8,12,3,4,3.3,3.6,2.25,1213
06/04/13,Stoke,Aston Villa,1,3,A,6,11,2,8,2.1,3.4,4.0,1213
06/04/13,West Brom,Arsenal,1,2,A,16,11,5,6,4.1,3.7,1.95,1213
07/04/13,Chelsea,Sunderland,2,1,H,14,7,7,3,1.36,5.0,11.0,1213
07/04/13,Liverpool,West Ham,0,0,D,19,10,12,4,1.36,5.5,9.0,1213
07/04/13,Newcastle,Fulham,1,0,H,20,5,10,3,2.1,3.5,3.8,1213
07/04/13,QPR,Wigan,1,1,D,6,16,2,10,2.38,3.4,3.25,1213
07/04/13,Tottenham,Everton,2,2,D,19,9,10,5,2.2,3.4,3.6,1213
08/04/13,Man United,Man City,1,2,A,16,9,7,5,2.3,3.5,3.3,1213
13/04/13,Arsenal,Norwich,3,1,H,10,5,7,5,1.25,6.5,14.0,1213
13/04/13,Aston Villa,Fulham,1,1,D,15,8,7,3,2.3,3.3,3.5,1213
13/04/13,Everton,QPR,2,0,H,14,8,10,5,1.44,4.75,8.0,1213
13/04/13,Reading,Liverpool,0,0,D,7,26,5,15,8.0,4.75,1.45,1213
13/04/13,Southampton,West Ham,1,1,D,15,6,11,4,1.91,3.75,4.2,1213
14/04/13,Newcastle,Sunderland,0,3,A,15,8,9,7,1.95,3.5,4.5,1213
14/04/13,Stoke,Man United,0,2,A,13,9,4,3,7.0,3.9,1.6,1213
16/04/13,Arsenal,Everton,0,0,D,10,10,6,5,1.75,3.9,5.0,1213
17/04/13,Fulham,Chelsea,0,3,A,11,13,7,10,4.75,3.8,1.8,1213
17/04/13,Man City,Wigan,1,0,H,10,8,4,6,1.25,6.5,14.0,1213
17/04/13,West Ham,Man United,2,2,D,10,15,4,9,5.5,3.9,1.7,1213
20/04/13,Fulham,Arsenal,0,1,A,7,10,5,7,5.0,4.0,1.75,1213
20/04/13,Norwich,Reading,2,1,H,19,14,9,6,1.75,3.8,5.25,1213
20/04/13,QPR,Stoke,0,2,A,25,11,11,4,2.25,3.4,3.5,1213
20/04/13,Sunderland,Everton,1,0,H,8,8,4,5,3.4,3.4,2.3,1213
20/04/13,Swansea,Southampton,0,0,D,14,9,7,5,2.38,3.5,3.1,1213
20/04/13,West Brom,Newcastle,1,1,D,8,10,4,6,2.25,3.5,3.4,1213
20/04/13,West Ham,Wigan,2,0,H,17,18,11,10,2.3,3.5,3.3,1213
21/04/13,Liverpool,Chelsea,2,2,D,23,9,12,6,2.15,3.6,3.6,1213
21/04/13,Tottenham,Man City,3,1,H,11,11,8,7,3.25,3.6,2.3,1213
22/04/13,Man United,Aston Villa,3,0,H,10,8,5,5,1.25,6.75,13.0,1213
27/04/13,Everton,Fulham,1,0,H,17,6,10,2,1.5,4.5,7.5,1213
27/04/13,Man City,West Ham,2,1,H,16,9,10,6,1.29,6.0,12.0,1213
27/04/13,Newcastle,Liverpool,0,6,A,5,11,1,10,2.88,3.6,2.5,1213
27/04/13,Southampton,West Brom,0,3,A,16,11,4,9,1.85,3.75,4.6,1213
27/04/13,Stoke,Norwich,1,0,H,12,5,4,0,2.25,3.3,3.6,1213
27/04/13,Wigan,Tottenham,2,2,D,6,14,4,7,3.8,3.6,2.05,1213
28/04/13,Arsenal,Man United,1,1,D,19,10,13,5,2.25,3.6,3.3,1213
28/04/13,Chelsea,Swansea,2,0,H,21,11,14,8,1.36,5.5,9.0,1213
28/04/13,Reading,QPR,0,0,D,13,15,7,5,2.55,3.5,2.88,1213
29/04/13,Aston Villa,Sunderland,6,1,H,18,7,15,4,2.3,3.4,3.4,1213
04/05/13,Fulham,Reading,2,4,A,18,20,13,13,1.73,3.9,5.25,1213
04/05/13,Norwich,Aston Villa,1,2,A,9,12,4,6,2.55,3.3,3.0,1213
04/05/13,QPR,Arsenal,0,1,A,14,13,6,11,8.0,4.75,1.44,1213
04/05/13,Swansea,Man City,0,0,D,7,12,1,8,5.25,3.8,1.75,1213
04/05/13,Tottenham,Southampton,1,0,H,7,10,4,6,1.44,4.75,8.0,1213
04/05/13,West Brom,Wigan,2,3,A,17,13,11,8,2.45,3.5,3.0,1213
04/05/13,West Ham,Newcastle,0,0,D,9,11,3,6,2.38,3.4,3.25,1213
05/05/13,Liverpool,Everton,0,0,D,16,11,8,4,1.95,3.6,4.2,1213
05/05/13,Man United,Chelsea,0,1,A,10,15,4,6,2.2,3.5,3.5,1213
06/05/13,Sunderland,Stoke,1,1,D,14,11,7,7,2.1,3.3,4.0,1213
07/05/13,Man City,West Brom,1,0,H,21,20,9,11,1.4,5.0,9.0,1213
07/05/13,Wigan,Swansea,2,3,A,14,10,11,6,1.83,3.75,4.75,1213
08/05/13,Chelsea,Tottenham,2,2,D,15,13,8,6,1.95,3.75,4.0,1213
11/05/13,Aston Villa,Chelsea,1,2,A,12,11,7,8,4.5,3.8,1.85,1213
12/05/13,Everton,West Ham,2,0,H,23,7,13,2,1.5,4.5,7.5,1213
12/05/13,Fulham,Liverpool,1,3,A,10,20,8,14,3.9,3.6,2.05,1213
12/05/13,Man United,Swansea,2,1,H,16,5,9,2,1.3,5.75,12.0,1213
12/05/13,Norwich,West Brom,4,0,H,11,8,8,5,2.2,3.4,3.6,1213
12/05/13,QPR,Newcastle,1,2,A,8,10,3,7,3.4,3.4,2.3,1213
12/05/13,Stoke,Tottenham,1,2,A,6,23,3,15,4.5,3.6,1.91,1213
12/05/13,Sunderland,Southampton,1,1,D,5,15,5,10,2.8,3.2,2.8,1213
14/05/13,Arsenal,Wigan,4,1,H,19,10,12,5,1.4,5.5,8.0,1213
14/05/13,Reading,Man City,0,2,A,11,27,7,20,6.0,4.33,1.6,1213
19/05/13,Chelsea,Everton,2,1,H,20,16,10,9,1.7,4.0,5.5,1213
19/05/13,Liverpool,QPR,1,0,H,27,10,20,3,1.25,7.0,12.0,1213
19/05/13,Man City,Norwich,2,3,A,12,12,5,7,1.33,5.5,11.0,1213
19/05/13,Newcastle,Arsenal,0,1,A,7,9,2,3,6.0,4.6,1.55,1213
19/05/13,Southampton,Stoke,1,1,D,11,7,7,3,1.75,3.8,5.25,1213
19/05/13,Swansea,Fulham,0,3,A,19,8,11,6,1.8,3.8,4.75,1213
19/05/13,Tottenham,Sunderland,1,0,H,23,6,19,4,1.29,6.0,12.0,1213
19/05/13,West Brom,Man United,5,5,D,15,12,8,8,4.5,3.9,1.83,1213
19/05/13,West Ham,Reading,4,2,H,21,17,12,7,1.67,4.0,5.75,1213
19/05/13,Wigan,Aston Villa,2,2,D,12,5,6,2,2.15,3.6,3.6,1213
