Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,B365H,B365D,B365A,Season
31/03/12,Wolves,Bolton,2,3,A,14,19,8,11,2.3,3.4,3.1,1112
01/04/12,Newcastle,Liverpool,2,0,H,11,9,7,6,2.88,3.4,2.4,1112
01/04/12,Tottenham,Swansea,3,1,H,15,11,10,7,1.4,4.5,8.5,1112
02/04/12,Blackburn,Man United,0,2,A,11,14,6,6,9.0,4.75,1.36,1112
06/04/12,Swansea,Newcastle,0,2,A,19,5,13,4,2.4,3.4,2.88,1112
07/04/12,Bolton,Fulham,0,3,A,13,11,7,8,2.6,3.3,2.75,1112
07/04/12,Chelsea,Wigan,2,1,H,19,13,10,7,1.25,6.0,12.0,1112
07/04/12,Liverpool,Aston Villa,1,1,D,21,5,5,3,1.44,4.33,7.5,1112
07/04/12,Norwich,Everton,2,2,D,14,9,11,5,3.0,3.3,2.4,1112
07/04/12,Stoke,Wolves,2,1,H,14,9,6,5,1.57,4.0,6.0,1112
07/04/12,Sunderland,Tottenham,0,0,D,12,15,9,8,3.3,3.4,2.2,1112
07/04/12,West Brom,Blackburn,3,0,H,9,16,6,10,1.91,3.6,4.0,1112
08/04/12,Arsenal,Man City,1,0,H,12,7,7,2,2.4,3.4,2.88,1112
08/04/12,Man United,QPR,2,0,H,24,9,14,7,1.17,7.5,15.0,1112
09/04/12,Aston Villa,Stoke,1,1,D,7,7,3,3,2.2,3.3,3.4,1112
09/04/12,Everton,Sunderland,4,0,H,22,3,12,0,1.83,3.5,4.5,1112
09/04/12,Fulham,Chelsea,1,1,D,11,12,9,4,3.5,3.4,2.1,1112
09/04/12,Newcastle,Bolton,2,0,H,8,9,4,6,1.53,4.2,6.0,1112
09/04/12,Tottenham,Norwich,1,2,A,13,12,9,6,1.29,5.5,11.0,1112
10/04/12,Blackburn,Liverpool,2,3,A,10,16,4,12,3.5,3.4,2.1,1112
11/04/12,Man City,West Brom,4,0,H,17,4,12,1,1.25,5.5,13.0,1112
11/04/12,QPR,Swansea,3,0,H,16,9,8,6,2.1,3.4,3.5,1112
11/04/12,Wigan,Man United,1,0,H,11,8,8,3,9.0,4.75,1.36,1112
11/04/12,Wolves,Arsenal,0,3,A,9,10,6,7,7.0,4.5,1.44,1112
14/04/12,Norwich,Man City,1,6,A,16,22,8,17,6.0,4.2,1.53,1112
14/04/12,Sunderland,Wolves,0,0,D,15,12,6,8,1.5,4.2,6.5,1112
14/04/12,Swansea,Blackburn,3,0,H,16,7,8,2,1.91,3.5,4.0,1112
14/04/12,West Brom,QPR,1,0,H,15,16,10,6,2.1,3.4,3.5,1112
15/04/12,Man United,Aston Villa,4,0,H,24,10,16,4,1.22,6.5,13.0,1112
16/04/12,Arsenal,Wigan,1,2,A,18,12,8,7,1.25,6.0,12.0,1112
21/04/12,Arsenal,Chelsea,0,0,D,13,13,8,7,2.0,3.6,3.6,1112
21/04/12,Aston Villa,Sunderland,0,0,D,12,10,7,5,2.3,3.3,3.2,1112
21/04/12,Blackburn,Norwich,2,0,H,9,12,6,5,2.1,3.4,3.5,1112
21/04/12,Bolton,Swansea,1,1,D,7,20,5,12,2.2,3.3,3.4,1112
21/04/12,Fulham,Wigan,2,1,H,15,9,9,5,1.91,3.6,4.0,1112
21/04/12,Newcastle,Stoke,3,0,H,16,7,11,2,1.67,3.75,5.5,1112
21/04/12,QPR,Tottenham,1,0,H,12,17,5,8,4.0,3.6,1.91,1112
22/04/12,Liverpool,West Brom,0,1,A,28,9,12,4,1.44,4.33,7.5,1112
22/04/12,Man United,Everton,4,4,D,20,17,11,10,1.3,5.0,11.0,1112
22/04/12,Wolves,Man City,0,2,A,7,17,4,9,12.0,6.5,1.22,1112
24/04/12,Aston Villa,Bolton,1,2,A,17,12,6,11,1.91,3.5,4.0,1112
28/04/12,Everton,Fulham,4,0,H,11,6,7,5,1.83,3.5,4.5,1112
28/04/12,Norwich,Liverpool,0,3,A,8,15,3,9,3.8,3.4,2.0,1112
28/04/12,Stoke,Arsenal,1,1,D,6,17,4,10,4.33,3.6,1.83,1112
28/04/12,Sunderland,Bolton,2,2,D,12,16,6,9,2.0,3.5,3.75,1112
28/04/12,Swansea,Wolves,4,4,D,10,15,8,9,1.53,4.0,6.5,1112
28/04/12,West Brom,Aston Villa,0,0,D,13,8,7,5,2.1,3.4,3.5,1112
28/04/12,Wigan,Newcastle,4,0,H,10,11,8,3,2.8,3.4,2.5,1112
29/04/12,Chelsea,QPR,6,1,H,25,11,18,7,1.4,4.5,8.5,1112
29/04/12,Tottenham,Blackburn,2,0,H,19,0,8,0,1.36,5.0,8.0,1112
30/04/12,Man City,Man United,1,0,H,12,4,5,2,2.1,3.5,3.4,1112
01/05/12,Liverpool,Fulham,0,1,A,18,7,5,4,1.62,4.0,5.5,1112
01/05/12,Stoke,Everton,1,1,D,10,11,5,4,2.75,3.25,2.6,1112
02/05/12,Bolton,Tottenham,1,4,A,14,13,8,10,4.0,3.6,1.91,1112
02/05/12,Chelsea,Newcastle,0,2,A,17,12,6,6,1.5,4.33,6.5,1112
05/05/12,Arsenal,Norwich,3,3,D,20,12,13,6,1.22,6.5,12.0,1112
06/05/12,Aston Villa,Tottenham,1,1,D,4,21,2,10,4.2,3.75,1.83,1112
06/05/12,Bolton,West Brom,2,2,D,11,17,6,13,2.0,3.5,3.75,1112
06/05/12,Fulham,Sunderland,2,1,H,20,12,15,7,1.83,3.6,4.33,1112
06/05/12,Man United,Swansea,2,0,H,26,13,18,9,1.17,7.0,17.0,1112
06/05/12,Newcastle,Man City,0,2,A,14,19,9,12,5.0,4.0,1.67,1112
06/05/12,QPR,Stoke,1,0,H,21,8,12,1,1.83,3.75,4.2,1112
06/05/12,Wolves,Everton,0,0,D,7,18,1,10,5.0,3.75,1.7,1112
07/05/12,Blackburn,Wigan,0,1,A,12,19,7,9,2.4,3.5,2.88,1112
08/05/12,Liverpool,Chelsea,4,1,H,23,9,13,5,2.1,3.5,3.4,1112
13/05/12,Chelsea,Blackburn,2,1,H,18,8,6,5,1.3,5.5,10.0,1112
13/05/12,Everton,Newcastle,3,1,H,17,11,11,5,2.2,3.5,3.2,1112
13/05/12,Man City,QPR,3,2,H,35,3,24,3,1.13,9.0,19.0,1112
13/05/12,Norwich,Aston Villa,2,0,H,21,9,12,5,2.2,3.4,3.25,1112
13/05/12,Stoke,Bolton,2,2,D,12,20,8,8,2.38,3.5,2.88,1112
13/05/12,Sunderland,Man United,0,1,A,6,17,5,9,7.0,4.5,1.44,1112
13/05/12,Swansea,Liverpool,1,0,H,13,14,8,9,3.4,3.5,2.1,1112
13/05/12,Tottenham,Fulham,2,0,H,15,10,9,7,1.4,4.5,8.5,1112
13/05/12,West Brom,Arsenal,2,3,A,12,12,8,8,5.0,4.0,1.67,1112
13/05/12,Wigan,Wolves,3,2,H,14,10,10,7,1.57,4.0,6.0,1112
